,ps_ind_15,ps_reg_03,ps_car_13,ps_car_14,ps_calc_14,ps_car_11_cat_te,ps_reg_01 ps_reg_03,ps_reg_01 ps_car_12,ps_reg_01 ps_car_13,ps_reg_01 ps_car_14,ps_reg_01 ps_car_15,ps_reg_01 ps_calc_04,ps_reg_01 ps_calc_06,ps_reg_01 ps_calc_07,ps_reg_01 ps_calc_08,ps_reg_01 ps_calc_09,ps_reg_01 ps_calc_10,ps_reg_01 ps_calc_11,ps_reg_01 ps_calc_14,ps_reg_02 ps_reg_03,ps_reg_02 ps_car_12,ps_reg_02 ps_car_13,ps_reg_02 ps_car_14,ps_reg_02 ps_calc_01,ps_reg_02 ps_calc_05,ps_reg_02 ps_calc_06,ps_reg_02 ps_calc_08,ps_reg_02 ps_calc_09,ps_reg_02 ps_calc_10,ps_reg_02 ps_calc_11,ps_reg_02 ps_calc_13,ps_reg_03^2,ps_reg_03 ps_car_12,ps_reg_03 ps_car_13,ps_reg_03 ps_car_14,ps_reg_03 ps_car_15,ps_reg_03 ps_calc_01,ps_reg_03 ps_calc_02,ps_reg_03 ps_calc_03,ps_reg_03 ps_calc_04,ps_reg_03 ps_calc_05,ps_reg_03 ps_calc_06,ps_reg_03 ps_calc_07,ps_reg_03 ps_calc_08,ps_reg_03 ps_calc_09,ps_reg_03 ps_calc_10,ps_reg_03 ps_calc_11,ps_reg_03 ps_calc_12,ps_reg_03 ps_calc_13,ps_reg_03 ps_calc_14,ps_car_12 ps_car_13,ps_car_12 ps_car_14,ps_car_12 ps_car_15,ps_car_12 ps_calc_01,ps_car_12 ps_calc_02,ps_car_12 ps_calc_03,ps_car_12 ps_calc_04,ps_car_12 ps_calc_05,ps_car_12 ps_calc_06,ps_car_12 ps_calc_07,ps_car_12 ps_calc_08,ps_car_12 ps_calc_10,ps_car_12 ps_calc_11,ps_car_12 ps_calc_12,ps_car_12 ps_calc_13,ps_car_12 ps_calc_14,ps_car_13^2,ps_car_13 ps_car_14,ps_car_13 ps_car_15,ps_car_13 ps_calc_01,ps_car_13 ps_calc_02,ps_car_13 ps_calc_03,ps_car_13 ps_calc_04,ps_car_13 ps_calc_05,ps_car_13 ps_calc_06,ps_car_13 ps_calc_07,ps_car_13 ps_calc_08,ps_car_13 ps_calc_09,ps_car_13 ps_calc_10,ps_car_13 ps_calc_11,ps_car_13 ps_calc_12,ps_car_13 ps_calc_13,ps_car_13 ps_calc_14,ps_car_14^2,ps_car_14 ps_car_15,ps_car_14 ps_calc_01,ps_car_14 ps_calc_02,ps_car_14 ps_calc_03,ps_car_14 ps_calc_04,ps_car_14 ps_calc_05,ps_car_14 ps_calc_06,ps_car_14 ps_calc_07,ps_car_14 ps_calc_08,ps_car_14 ps_calc_09,ps_car_14 ps_calc_10,ps_car_14 ps_calc_11,ps_car_14 ps_calc_12,ps_car_14 ps_calc_13,ps_car_14 ps_calc_14,ps_car_15 ps_calc_01,ps_car_15 ps_calc_02,ps_car_15 ps_calc_03,ps_car_15 ps_calc_04,ps_car_15 ps_calc_05,ps_car_15 ps_calc_06,ps_car_15 ps_calc_07,ps_car_15 ps_calc_08,ps_car_15 ps_calc_09,ps_car_15 ps_calc_10,ps_car_15 ps_calc_11,ps_car_15 ps_calc_13,ps_car_15 ps_calc_14,ps_calc_01 ps_calc_04,ps_calc_01 ps_calc_05,ps_calc_01 ps_calc_06,ps_calc_01 ps_calc_07,ps_calc_01 ps_calc_10,ps_calc_01 ps_calc_13,ps_calc_01 ps_calc_14,ps_calc_02 ps_calc_03,ps_calc_02 ps_calc_04,ps_calc_02 ps_calc_05,ps_calc_02 ps_calc_07,ps_calc_02 ps_calc_10,ps_calc_02 ps_calc_11,ps_calc_02 ps_calc_14,ps_calc_03 ps_calc_04,ps_calc_03 ps_calc_06,ps_calc_03 ps_calc_07,ps_calc_03 ps_calc_08,ps_calc_03 ps_calc_09,ps_calc_03 ps_calc_10,ps_calc_03 ps_calc_11,ps_calc_03 ps_calc_13,ps_calc_03 ps_calc_14,ps_calc_04 ps_calc_05,ps_calc_04 ps_calc_06,ps_calc_04 ps_calc_07,ps_calc_04 ps_calc_08,ps_calc_04 ps_calc_10,ps_calc_04 ps_calc_11,ps_calc_04 ps_calc_14,ps_calc_05 ps_calc_06,ps_calc_05 ps_calc_07,ps_calc_05 ps_calc_08,ps_calc_05 ps_calc_09,ps_calc_05 ps_calc_10,ps_calc_05 ps_calc_11,ps_calc_05 ps_calc_13,ps_calc_05 ps_calc_14,ps_calc_06 ps_calc_07,ps_calc_06 ps_calc_08,ps_calc_06 ps_calc_10,ps_calc_06 ps_calc_11,ps_calc_06 ps_calc_13,ps_calc_06 ps_calc_14,ps_calc_07 ps_calc_08,ps_calc_07 ps_calc_10,ps_calc_07 ps_calc_11,ps_calc_07 ps_calc_14,ps_calc_08 ps_calc_09,ps_calc_08 ps_calc_10,ps_calc_08 ps_calc_11,ps_calc_08 ps_calc_14,ps_calc_09 ps_calc_10,ps_calc_10 ps_calc_11,ps_calc_10 ps_calc_13,ps_calc_10 ps_calc_14,ps_calc_11 ps_calc_13,ps_calc_11 ps_calc_14,ps_calc_13 ps_calc_14,ps_calc_14^2
0,8,0.8952568512334703,0.7416894942,0.3615245497,5,0.10054703275175218,0.17905137024669407,0.06324555320000001,0.14833789884,0.07230490994,0.7211102551,0.4,1.4000000000000001,0.6000000000000001,1.6,0.8,1.2000000000000002,1.4000000000000001,1.0,0.26857705537004106,0.0948683298,0.22250684825999997,0.10845736490999999,0.03,0.3,2.1,2.4,1.2,1.7999999999999998,2.1,0.8999999999999999,0.801484829680468,0.28310507406175467,0.6640026011704372,0.3236573300080202,3.2278944818649524,0.08952568512334703,0.8057311661101233,0.7162054809867763,1.7905137024669406,0.8952568512334703,6.266797958634292,2.685770553700411,7.1620548098677626,3.5810274049338813,5.371541107400822,6.266797958634292,3.5810274049338813,2.685770553700411,4.476284256167352,0.23454281181653597,0.11432410070578697,1.1401754250498155,0.031622776600000006,0.2846049894,0.25298221280000005,0.632455532,0.316227766,2.2135943620000003,0.9486832980000001,2.529822128,1.8973665960000001,2.2135943620000003,1.264911064,0.9486832980000001,1.58113883,0.5501033058066518,0.2681389604078757,2.6741995018377596,0.07416894942,0.66752054478,0.59335159536,1.4833789884,0.7416894942,5.1918264594,2.2250684826,5.9335159536,2.9667579768,4.4501369652,5.1918264594,2.9667579768,2.2250684826,3.708447471,0.13070000003578774,1.303495301295398,0.03615245497,0.32537209473,0.28921963976,0.7230490994,0.3615245497,2.5306718479,1.0845736491,2.8921963976,1.4460981988,2.1691472982,2.5306718479,1.4460981988,1.0845736491,1.8076227484999998,0.36055512755,3.24499614795,2.8844410204,7.211102551,3.6055512755,25.2388589285,10.8166538265,28.844410204,14.422205102,21.633307653,25.2388589285,10.8166538265,18.027756377499998,0.2,0.1,0.7000000000000001,0.30000000000000004,0.6000000000000001,0.30000000000000004,0.5,0.7200000000000001,1.8,0.9,2.7,5.4,6.3,4.5,1.6,5.6000000000000005,2.4000000000000004,6.4,3.2,4.800000000000001,5.6000000000000005,2.4000000000000004,4.0,2.0,14.0,6.0,16.0,12.0,14.0,10.0,7.0,3.0,8.0,4.0,6.0,7.0,3.0,5.0,21.0,56.0,42.0,49.0,21.0,35.0,24.0,18.0,21.0,15.0,32.0,48.0,56.0,40.0,24.0,42.0,18.0,30.0,21.0,35.0,15.0,25.0
1,4,0.8952568512334703,0.6720666289,0.3666060556,12,0.10021001645521453,0.17905137024669407,0.07483314774,0.13441332578,0.07332121112,0.6000000000000001,0.2,1.2000000000000002,0.8,2.0,0.0,1.4000000000000001,0.8,2.4000000000000004,0.26857705537004106,0.11224972160999999,0.20161998867,0.10998181668,0.21,0.0,1.7999999999999998,3.0,0.0,2.1,1.2,0.8999999999999999,0.801484829680468,0.3349744410680074,0.6016722540081072,0.32820658297957855,2.685770553700411,0.6266797958634291,0.5371541107400821,0.0,0.8952568512334703,0.0,5.371541107400822,3.5810274049338813,8.952568512334704,0.0,6.266797958634292,3.5810274049338813,1.7905137024669406,2.685770553700411,10.743082214801644,0.25146430665798725,0.13717142560546725,1.1224972161,0.26191601708999995,0.22449944321999998,0.0,0.3741657387,0.0,2.2449944322,1.4966629548,3.7416573869999996,2.6191601709,1.4966629548,0.7483314774,1.1224972161,4.4899888644,0.45167355368101036,0.24638369592141796,2.0161998867,0.47044664023,0.40323997734,0.0,0.6720666289,0.0,4.0323997734,2.6882665156,6.720666289,0.0,4.7044664023000005,2.6882665156,1.3441332578,2.0161998867,8.0647995468,0.13440000000259028,1.0998181668,0.25662423891999997,0.21996363336,0.0,0.3666060556,0.0,2.1996363336,1.4664242224,3.6660605559999997,0.0,2.5662423891999997,1.4664242224,0.7332121112,1.0998181668,4.3992726672,2.0999999999999996,1.7999999999999998,0.0,3.0,0.0,18.0,12.0,30.0,0.0,21.0,12.0,9.0,36.0,0.7,0.0,4.199999999999999,2.8,4.8999999999999995,2.0999999999999996,8.399999999999999,0.0,0.6,0.0,2.4,4.2,2.4,7.199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,10.0,7.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,60.0,42.0,24.0,18.0,72.0,40.0,28.0,16.0,48.0,0.0,70.0,40.0,120.0,0.0,28.0,21.0,84.0,12.0,48.0,36.0,144.0
2,6,0.8831760865999999,0.7024014298000001,0.3667424164,4,0.10048320754146912,0.35327043463999996,0.12649110640000003,0.28096057192000007,0.14669696656,1.3856406460400001,1.6,3.2,0.8,4.4,0.8,5.6000000000000005,1.2000000000000002,1.6,0.52990565196,0.1897366596,0.42144085788,0.22004544984,0.0,2.4,4.8,6.6,1.2,8.4,1.7999999999999998,0.6,0.7799999999420906,0.2792848008501405,0.6203441459930087,0.32389813210637963,3.0594117080087573,0.0,0.08831760865999999,0.6182232606199999,3.5327043463999996,3.5327043463999996,7.065408692799999,1.7663521731999998,9.714936952599999,1.7663521731999998,12.364465212399999,2.6495282598,0.0,0.8831760865999999,3.5327043463999996,0.22211883498085988,0.11597413503561377,1.095445114940065,0.0,0.031622776600000006,0.2213594362,1.264911064,1.264911064,2.529822128,0.632455532,3.4785054260000003,4.4271887240000005,0.9486832980000001,0.0,0.316227766,1.264911064,0.49336776858508447,0.257600397647667,2.43318992741873,0.0,0.07024014298000002,0.49168100086000005,2.8096057192000004,2.8096057192000004,5.619211438400001,1.4048028596000002,7.726415727800001,1.4048028596000002,9.833620017200001,2.1072042894000003,0.0,0.7024014298000001,2.8096057192000004,0.13449999998691098,1.2704329969769168,0.0,0.03667424164,0.25671969147999996,1.4669696656,1.4669696656,2.9339393312,0.7334848328,4.0341665804,0.7334848328,5.1343938296,1.1002272492,0.0,0.3667424164,1.4669696656,0.0,0.34641016151000004,2.42487113057,13.8564064604,13.8564064604,27.7128129208,6.9282032302,38.1051177661,6.9282032302,48.497422611400005,10.3923048453,3.4641016151,13.8564064604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.4,0.4,0.2,1.4000000000000001,0.30000000000000004,0.4,2.8,5.6,1.4,7.699999999999999,1.4,9.799999999999999,2.0999999999999996,0.7,2.8,16.0,32.0,8.0,44.0,56.0,12.0,16.0,32.0,8.0,44.0,8.0,56.0,12.0,4.0,16.0,16.0,88.0,112.0,24.0,8.0,32.0,22.0,28.0,6.0,8.0,22.0,154.0,33.0,44.0,28.0,42.0,14.0,56.0,3.0,12.0,4.0,16.0
3,13,0.8042853970999999,0.6754398628,0.3583294573,8,0.10212727976398676,0.64342831768,0.25298221280000005,0.5403518902400001,0.28666356584,2.65329983232,3.2,4.800000000000001,1.6,8.8,4.0,5.6000000000000005,4.800000000000001,6.4,0.9651424765199998,0.3794733192,0.81052783536,0.42999534875999995,0.84,3.5999999999999996,7.199999999999999,13.2,6.0,8.4,7.199999999999999,4.8,0.6468749999883046,0.2543373743513559,0.5432464182692675,0.28819914985715794,2.667512886578568,0.5629997779699999,0.24128561912999996,0.4825712382599999,3.2171415883999996,2.4128561912999995,4.825712382599999,1.6085707941999998,8.847139368099999,4.0214269855,5.629997779699999,4.825712382599999,0.0,3.2171415883999996,6.434283176799999,0.21359283888059052,0.11331372377397139,1.0488088481284104,0.2213594362,0.0948683298,0.1897366596,1.264911064,0.9486832980000001,1.8973665960000001,0.632455532,3.4785054260000003,2.2135943620000003,1.8973665960000001,0.0,1.264911064,2.529822128,0.45621900825928285,0.24202999947591045,2.240180593386855,0.47280790396,0.20263195884,0.40526391768,2.7017594512,2.0263195884,4.0526391768,1.3508797256,7.4298384908,3.3771993140000003,4.7280790396,4.0526391768,0.0,2.7017594512,5.4035189024,0.12839999996891252,1.1884443612117583,0.25083062010999996,0.10749883718999999,0.21499767437999998,1.4333178292,1.0749883719,2.1499767438,0.7166589146,3.9416240303,1.7916472865,2.5083062011,2.1499767438,0.0,1.4333178292,2.8666356584,2.32163735328,0.99498743712,1.98997487424,13.2664991616,9.9498743712,19.8997487424,6.6332495808,36.4828726944,16.583123952,23.216373532800002,19.8997487424,13.2664991616,26.5329983232,2.8,2.0999999999999996,4.199999999999999,1.4,4.8999999999999995,2.8,5.6,0.18,1.2,0.8999999999999999,0.6,2.1,1.7999999999999998,2.4,2.4,3.5999999999999996,1.2,6.6,3.0,4.2,3.5999999999999996,2.4,4.8,12.0,24.0,8.0,44.0,28.0,24.0,32.0,18.0,6.0,33.0,15.0,21.0,18.0,12.0,24.0,12.0,66.0,42.0,36.0,24.0,48.0,22.0,14.0,12.0,16.0,55.0,77.0,66.0,88.0,35.0,42.0,28.0,56.0,24.0,48.0,32.0,64.0
4,9,0.516599458,0.6991878404999999,0.4074309757,11,0.10034923368845979,0.46493951219999996,0.35954971839,0.62926905645,0.36668787813,1.8,1.8,7.2,0.0,7.2,2.7,7.2,4.5,9.9,0.10331989159999999,0.07989993742000001,0.1398375681,0.08148619514,0.16000000000000003,0.0,1.6,1.6,0.6000000000000001,1.6,1.0,0.6000000000000001,0.2668750000058937,0.20638132182702956,0.3612000594424904,0.21047862121903113,1.033198916,0.41327956639999996,0.36161962059999997,0.0,1.033198916,0.0,4.132795664,0.0,4.132795664,1.5497983739999999,4.132795664,2.58299729,0.516599458,1.5497983739999999,5.6825940379999995,0.2793253235038747,0.1627685473069977,0.7989993742,0.31959974968000004,0.27964978097,0.0,0.7989993742,0.0,3.1959974968,0.0,3.1959974968,3.1959974968,1.9974984355,0.3994996871,1.1984990613,4.3944965581,0.48886363630305335,0.28487078405249094,1.3983756809999999,0.5593502724,0.48943148834999994,0.0,1.3983756809999999,0.0,5.5935027239999995,0.0,5.5935027239999995,2.0975635214999997,5.5935027239999995,3.4959392025,0.6991878404999999,2.0975635214999997,7.691066245499999,0.16599999995985398,0.8148619514,0.32594478056,0.28520168299,0.0,0.8148619514,0.0,3.2594478056,0.0,3.2594478056,1.2222929270999998,3.2594478056,2.0371548785,0.4074309757,1.2222929270999998,4.4817407327,1.6,1.4,0.0,4.0,0.0,16.0,0.0,16.0,6.0,16.0,10.0,6.0,22.0,1.6,0.0,6.4,0.0,6.4,2.4000000000000004,8.8,0.0,1.4,0.0,0.0,5.6,3.5,7.699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,16.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,40.0,24.0,88.0,0.0,0.0,0.0,0.0,24.0,64.0,40.0,88.0,24.0,40.0,24.0,88.0,15.0,55.0,33.0,121.0
5,13,0.8952568512334703,0.674720634,0.34727510710000004,9,0.09910323096821891,0.08952568512334703,0.031622776600000006,0.0674720634,0.034727510710000006,0.36055512755,0.1,0.8,0.4,0.9,0.4,1.2000000000000002,0.4,0.9,0.17905137024669407,0.06324555320000001,0.1349441268,0.06945502142000001,0.18000000000000002,0.2,1.6,1.8,0.8,2.4000000000000004,0.8,1.0,0.801484829680468,0.28310507406175467,0.6040482702570908,0.3109004188941122,3.2278944818649524,0.8057311661101233,0.7162054809867763,0.5371541107400821,0.8952568512334703,0.8952568512334703,7.1620548098677626,3.5810274049338813,8.057311661101233,3.5810274049338813,10.743082214801644,3.5810274049338813,0.8952568512334703,4.476284256167352,8.057311661101233,0.21336539876392366,0.10981803130564376,1.1401754250498155,0.2846049894,0.25298221280000005,0.1897366596,0.316227766,0.316227766,2.529822128,1.264911064,2.846049894,3.7947331920000003,1.264911064,0.316227766,1.58113883,2.846049894,0.455247933945362,0.23431368043492995,2.4327398425248687,0.6072485706,0.5397765072,0.4048323804,0.674720634,0.674720634,5.397765072,2.698882536,6.072485706,2.698882536,8.096647608000001,2.698882536,0.674720634,3.37360317,6.072485706,0.12060000001131649,1.2521182053538042,0.31254759639,0.27782008568000005,0.20836506426,0.34727510710000004,0.34727510710000004,2.7782008568000003,1.3891004284000001,3.1254759639000005,1.3891004284000001,4.167301285200001,1.3891004284000001,0.34727510710000004,1.7363755355000001,3.1254759639000005,3.24499614795,2.8844410204,2.1633307653,3.6055512755,3.6055512755,28.844410204,14.422205102,32.4499614795,14.422205102,43.266615306,14.422205102,18.027756377499998,32.4499614795,0.9,0.9,7.2,3.6,10.8,4.5,8.1,0.48,0.8,0.8,3.2,9.600000000000001,3.2,7.2,0.6,4.8,2.4,5.3999999999999995,2.4,7.199999999999999,2.4,3.0,5.3999999999999995,1.0,8.0,4.0,9.0,12.0,4.0,9.0,8.0,4.0,9.0,4.0,12.0,4.0,5.0,9.0,32.0,72.0,96.0,32.0,40.0,72.0,36.0,48.0,16.0,36.0,36.0,108.0,36.0,81.0,48.0,48.0,60.0,108.0,20.0,36.0,45.0,81.0
6,11,0.8952568512334703,0.8329475691,0.4306971093,5,0.0987203864777614,0.08952568512334703,0.044721359550000006,0.08329475691,0.043069710930000005,0.30000000000000004,0.0,1.0,0.4,0.7000000000000001,0.2,0.9,0.5,0.5,0.26857705537004106,0.13416407865,0.24988427073,0.12920913279,0.18,0.8999999999999999,3.0,2.1,0.6,2.6999999999999997,1.5,0.6,0.801484829680468,0.4003710353361289,0.7457020179550394,0.3855845379072758,2.685770553700411,0.5371541107400821,0.35810274049338814,0.26857705537004106,0.0,2.685770553700411,8.952568512334704,3.5810274049338813,6.266797958634292,1.7905137024669406,8.057311661101233,4.476284256167352,1.7905137024669406,1.7905137024669406,4.476284256167352,0.3725054772401957,0.1926136028215095,1.3416407865,0.2683281573,0.17888543820000002,0.13416407865,0.0,1.3416407865,4.472135955,1.788854382,3.1304951685,4.0249223595,2.2360679775,0.894427191,0.894427191,2.2360679775,0.6938016528695993,0.358748110209832,2.4988427073,0.49976854146,0.33317902764,0.24988427073,0.0,2.4988427073,8.329475691,3.3317902764,5.8306329837,1.6658951382,7.4965281219,4.1647378455,1.6658951382,1.6658951382,4.1647378455,0.18549999995937613,1.2920913279,0.25841826558,0.17227884372000002,0.12920913279,0.0,1.2920913279,4.306971093,1.7227884372,3.0148797651,0.8613942186,3.8762739837,2.1534855465,0.8613942186,0.8613942186,2.1534855465,1.7999999999999998,1.2000000000000002,0.8999999999999999,0.0,9.0,30.0,12.0,21.0,6.0,27.0,15.0,6.0,15.0,0.0,1.7999999999999998,6.0,2.4,5.3999999999999995,1.2,3.0,0.12,0.0,1.2000000000000002,1.6,3.6,2.0,2.0,0.0,3.0,1.2,2.1,0.6,2.6999999999999997,1.5,0.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,21.0,6.0,27.0,15.0,6.0,15.0,40.0,70.0,90.0,50.0,20.0,50.0,28.0,36.0,20.0,20.0,14.0,63.0,35.0,35.0,18.0,45.0,18.0,45.0,10.0,25.0,10.0,25.0
7,13,1.7262676502,0.8700438148,0.3685105155,10,0.09836123268437427,1.55364088518,0.36000000000000004,0.78303943332,0.33165946395,3.24499614795,0.9,7.2,4.5,10.8,1.8,10.8,7.2,9.0,2.07152118024,0.48,1.04405257776,0.4422126186,0.48,0.0,9.6,14.399999999999999,2.4,14.399999999999999,9.6,2.4,2.98000000012703,0.6905070600800001,1.5019284917458402,0.6361477816661757,6.224146528032998,0.6905070600800001,0.17262676502000002,0.34525353004000003,1.7262676502,0.0,13.8101412016,8.631338251,20.7152118024,3.4525353004,20.7152118024,13.8101412016,0.0,3.4525353004,17.262676502,0.34801752592,0.14740420620000003,1.4422205102,0.16000000000000003,0.04000000000000001,0.08000000000000002,0.4,0.0,3.2,2.0,4.800000000000001,4.800000000000001,3.2,0.0,0.8,4.0,0.7569762396717368,0.32062029469953457,3.1369875861930256,0.34801752592,0.08700438148,0.17400876296,0.8700438148,0.0,6.9603505184,4.350219074,10.440525777600001,1.7400876296,10.440525777600001,6.9603505184,0.0,1.7400876296,8.700438148,0.13580000003407575,1.3286835591961876,0.14740420620000003,0.03685105155000001,0.07370210310000001,0.3685105155,0.0,2.948084124,1.8425525775000002,4.422126186,0.737021031,4.422126186,2.948084124,0.0,0.737021031,3.6851051550000005,1.4422205102,0.36055512755,0.7211102551,3.6055512755,0.0,28.844410204,18.027756377499998,43.266615306,7.211102551,43.266615306,28.844410204,7.211102551,36.055512754999995,0.4,0.0,3.2,2.0,4.800000000000001,0.8,4.0,0.020000000000000004,0.1,0.0,0.5,1.2000000000000002,0.8,1.0,0.2,1.6,1.0,2.4000000000000004,0.4,2.4000000000000004,1.6,0.4,2.0,0.0,8.0,5.0,12.0,12.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,96.0,96.0,64.0,16.0,80.0,60.0,60.0,40.0,50.0,24.0,144.0,96.0,120.0,24.0,96.0,24.0,120.0,16.0,80.0,20.0,100.0
8,2,0.938416219,0.6427761329,0.3887158345,6,0.09925843058281712,0.8445745971,0.2846049894,0.57849851961,0.34984425105000005,2.38117617999,0.9,6.3,3.6,9.0,2.7,6.3,4.5,5.4,1.2199410847,0.41109609580000006,0.83560897277,0.50533058485,0.13,1.3,9.1,13.0,3.9000000000000004,9.1,6.5,5.2,0.8806250000822561,0.2967532645125368,0.6031915482994595,0.36477724367691977,2.4828159417767552,0.0938416219,0.4692081095,0.0938416219,0.938416219,0.938416219,6.568913533,3.753664876,9.384162190000001,2.815248657,6.568913533,4.692081095000001,0.0,3.753664876,5.630497314,0.20326366054508613,0.12292273995276075,0.8366600265007241,0.031622776600000006,0.158113883,0.031622776600000006,0.316227766,0.316227766,2.2135943620000003,1.264911064,3.16227766,2.2135943620000003,1.58113883,0.0,1.264911064,1.8973665960000001,0.41316115702587847,0.24985726089690644,1.700625796363963,0.06427761329000001,0.32138806645,0.06427761329000001,0.6427761329,0.6427761329,4.4994329303,2.5711045316,6.427761329,1.9283283987000002,4.4994329303,3.2138806645,0.0,2.5711045316,3.8566567974000003,0.1510999999910314,1.0284454287737057,0.038871583450000004,0.19435791725,0.038871583450000004,0.3887158345,0.3887158345,2.7210108415,1.554863338,3.8871583450000005,1.1661475035,2.7210108415,1.9435791725000002,0.0,1.554863338,2.332295007,0.26457513111000003,1.32287565555,0.26457513111000003,2.6457513111,2.6457513111,18.5202591777,10.5830052444,26.457513111,7.937253933300001,18.5202591777,13.2287565555,10.5830052444,15.874507866600002,0.1,0.1,0.7000000000000001,0.4,0.7000000000000001,0.4,0.6000000000000001,0.05,0.5,0.5,2.0,3.5,2.5,3.0,0.1,0.7000000000000001,0.4,1.0,0.30000000000000004,0.7000000000000001,0.5,0.4,0.6000000000000001,1.0,7.0,4.0,10.0,7.0,5.0,6.0,7.0,4.0,10.0,3.0,7.0,5.0,4.0,6.0,28.0,70.0,49.0,35.0,28.0,42.0,40.0,28.0,20.0,24.0,30.0,70.0,50.0,60.0,21.0,35.0,28.0,42.0,20.0,30.0,24.0,36.0
9,8,1.2611998256,0.8440481948999999,0.3962322551,10,0.10024078708112887,1.1350798430400002,0.36000000000000004,0.7596433754099999,0.35660902959,2.9849623113600003,1.8,9.0,2.7,9.0,1.8,7.2,4.5,9.0,1.5134397907200001,0.48,1.0128578338799998,0.47547870612,0.24,0.0,12.0,12.0,2.4,9.6,6.0,6.0,1.5906250000934707,0.50447993024,1.0645134362058748,0.49972805102921475,4.182926607233117,0.25223996512,0.6305999128,1.1350798430400002,2.5223996512,0.0,12.611998256000001,3.7835994768,12.611998256000001,2.5223996512,10.0895986048,6.305999128000001,3.7835994768,6.305999128000001,12.611998256000001,0.33761927796,0.15849290204,1.32664991616,0.08000000000000002,0.2,0.36000000000000004,0.8,0.0,4.0,1.2000000000000002,4.0,3.2,2.0,1.2000000000000002,2.0,4.0,0.7124173553139482,0.3344391196783113,2.7993911674977108,0.16880963898,0.42202409744999997,0.7596433754099999,1.6880963897999999,0.0,8.440481948999999,2.5321445846999997,8.440481948999999,1.6880963897999999,6.7523855591999995,4.220240974499999,2.5321445846999997,4.220240974499999,8.440481948999999,0.15699999998163147,1.314153720020757,0.07924645102,0.19811612755,0.35660902959,0.7924645102,0.0,3.9623225509999997,1.1886967653,3.9623225509999997,0.7924645102,3.1698580408,1.9811612754999999,1.1886967653,1.9811612754999999,3.9623225509999997,0.66332495808,1.6583123952,2.9849623113600003,6.6332495808,0.0,33.166247904,9.9498743712,33.166247904,6.6332495808,26.5329983232,16.583123952,16.583123952,33.166247904,0.4,0.0,2.0,0.6000000000000001,1.6,1.0,2.0,0.45,1.0,0.0,1.5,4.0,2.5,5.0,1.8,9.0,2.7,9.0,1.8,7.2,4.5,4.5,9.0,0.0,20.0,6.0,20.0,16.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,80.0,50.0,50.0,100.0,30.0,24.0,15.0,30.0,20.0,80.0,50.0,100.0,16.0,40.0,40.0,80.0,25.0,50.0,50.0,100.0
